SongNumber,SongID,Title,ArtistName,Duration,Year,AlbumID,AlbumName,ArtistID,ArtistLongitude,ArtistLatitude,ArtistLocation,KeySignature,Tempo,TimeSignature,Loudness,Mode,Segments_nb,Sections_nb,Beats_nb,Bars_nb,Tatums_nb,Artist_Familiarity,Artist_Terms,Danceability,Song_Hotness,Artist_Hotness
7590,"b'SOVWFNE12A8C13FF36'","b'Come On In'","b'Washboard Sam'",162.87302,0,174662,"b'Washboard Sam Vol. 1 (1935-1936)'","b'AR84AQE1187B98AD9C'",-90.9564,36.068,"b'Walnut Ridge AR'",0,174.609,4,-16.055,0,570,9,463,115,925,0.5057847627270969,18,0.0,0.0,0.3267503339737977
7591,"b'SOZKQVH12AB01802D8'","b'Si Es Que Te Vas'","b'Carlos Vives'",262.24281,2000,507337,"b'Coleccion de Oro'","b'ARLAWDD1187FB48367'",,,"b' '",0,130.513,3,-8.285,1,794,12,560,185,1120,0.6209639810603148,40,0.0,0.30416950343527516,0.41325469345890786
7592,"b'SOHQPWP12A58A7986C'","b'Bye Bye Betty Blue'","b'The Fever'",194.45506,2006,407562,"b'In The City Of Sleep'","b'ARBBBLV1187FB57B70'",,,"b'New York NY'",7,84.461,4,-4.533,0,488,5,260,64,520,0.5887690291022705,21,0.0,0.0,0.3394049885161382
7593,"b'SOLOEUX12A58A7C81F'","b'Keep It Alive'","b'Lee Ritenour'",291.83955,1982,111304,"b'Rit/2'","b'AR0BV7E1187FB386C1'",,,"b'Hollywood CA'",10,82.733,4,-14.199,1,935,10,398,99,796,0.632008012811142,43,0.0,0.38089897971051057,0.14468466090957882
7594,"b'SOLITMH12A58A78F01'","b'Six'","b'Faithless'",142.52363,2004,397816,"b'Insomnia - The Best Of'","b'ARXDQJB1187FB57154'",-0.12714,51.50632,"b'London England'",5,229.808,4,-10.596,0,730,6,542,134,1084,0.8130130889348834,27,0.0,0.636145536057906,0.5485336545339214
7595,"b'SOLGZCP12A8C142CD0'","b"I Can't Quit You Baby (Live) [Never Released]"","b'The Fabulous Thunderbirds'",342.20363,2003,609801,"b'Tacos Deluxe'","b'ARBFDJW1187B9AD27A'",-97.74298,30.2676,"b'Austin TX'",0,92.742,7,-9.573,1,1161,18,531,61,1062,0.6231542839712871,45,0.0,nan,0.42935351499935154
7596,"b'SOXKNIV12A8C132248'","b"Le Bal Du P'tit Jardin"","b'Gus Viseur'",128.93995,2005,195716,"b'50 Reasons To Love Paris'","b'AROVSYC119B3403921'",,,"b''",8,206.454,4,-16.683,1,575,4,434,108,868,0.4293492781842152,36,0.0,0.3646124773230826,0.2777899672070514
7597,"b'SOEIZWQ12A6D4F8E21'","b'Would You Like To Take A Walk?'","b'Marion Harris'",163.39546,0,50737,"b'The Age Of Style - Hits of the 30s'","b'ARFQ3191187B98AD2E'",-86.44105,39.76618,"b'Indiana'",10,128.601,1,-20.524,1,483,8,331,331,663,0.437387027789835,32,0.0,nan,0.3257178029642499
7598,"b'SOHEORL12A6D4F7EF6'","b'Sous Les Ponts De Paris (Valse)'","b'Jo Privat'",148.74077,0,24504,"b'Dansez Avec Jo Privat'","b'ARQC4R31187B9A0D88'",,,"b''",0,98.681,3,-7.551,1,601,7,240,79,480,0.39145406405090427,23,0.0,nan,0.3208501295544305
7599,"b'SODNQJO12A6310F970'","b'Dance Hall Days'","b'Wang Chung'",234.762,1983,398,"b'80s Triple Set'","b'AR7WGYZ1187FB3CAB0'",,,"b''",0,205.245,4,-12.455,1,1036,13,800,199,1600,0.6066112636280024,47,0.0,0.7850250920460116,0.44136658534263323
7600,"b'SOHDMZZ12AB018AC70'","b'Smoke! Smoke! Smoke! (That Cigarette)'","b'Tex Williams'",181.08036,1947,663511,"b"Smokin' Hits"","b'ARPFKK81187B99878D'",-89.10827,39.14465,"b'Ramsey Fayette County IL'",9,142.398,4,-26.997,1,736,8,426,106,853,0.4258833216131893,16,0.0,nan,0.31364777110715686
7601,"b'SOVFDZT12A8C140710'","b'Razor'","b'Foo Fighters'",287.99955,2005,307285,"b'Razor'","b'AR6XPWV1187B9ADAEB'",,,"b'Seattle WA'",2,126.986,1,-16.372,1,831,10,605,605,1209,0.8392753929272774,24,0.0,nan,0.5507620846559074
7602,"b'SOLWWCO12A58A77015'","b'A Little Tear'","b'Willie Bobo'",416.44363,0,69254,"b'Lost and Found'","b'AROUOZZ1187B9ABE51'",-73.94512,40.79195,"b'New York NY [Spanish Harlem]'",1,147.055,1,-17.518,1,1358,17,1017,1017,2033,0.5888271005018058,48,0.0,0.255070001544072,0.3796711247498673
7603,"b'SOUFZNH12A8C13F572'","b'I Gotta Keep Dancing'","b'Corona'",221.49179,0,123416,"b'The Rhythm Of The Night'","b'ARNVCZC1187B9934F5'",,,"b''",7,131.981,4,-10.771,1,1044,9,465,115,930,0.6046446897118567,47,0.0,0.42453905223733984,0.3988625972568107
7604,"b'SOLPNNU12A8C13CA04'","b'Cold Icy Floor'","b'New Roanoke Jug Band'",186.67057,0,250395,"b"A Pretty Gal's Love"","b'ARPEJMN11F4C84080E'",-79.77127,38.00335,"b'Virginia'",7,117.269,4,-11.552,1,649,11,355,88,711,0.41838181163382604,27,0.0,nan,0.32078993501601744
7605,"b'SOHHVXI12A6D4F69E3'","b'Intro'","b'Diamond D'",52.79302,1997,84466,"b'Diamond'","b'ARDIP5S1187FB57056'",-81.54106,27.9758,"b'Florida'",1,146.852,3,-13.149,1,173,3,125,41,249,0.605762456471112,38,0.0,0.7202749429535182,0.3854253249925463
7606,"b'SOSLCNE12AB018566F'","b'Marashi Ya Pemba'","b'Ndala Kasheba'",414.1971,0,685357,"b'African Grooves Vol.26'","b'ARK3KQ41187B9A64F0'",34.88519,-6.36821,"b'Tanzania'",7,120.039,4,-4.017,1,1807,12,819,204,1638,0.28393322496953244,11,0.0,nan,0.0
7607,"b'SOMRGMY12A6D4F93A8'","b'Boring'","b'Lifer'",228.62322,2001,25133,"b'Lifer'","b'ARJ7VKJ1187B98BA4B'",,,"b'Wilkes Barre PA'",5,104.587,4,-4.739,1,887,6,396,98,1581,0.4914585204565394,30,0.0,0.6316008180888096,0.381044109296661
7608,"b'SOFAQLG12A8C13AC04'","b'I\x19m Slowly Turning Into You'","b'The White Stripes'",274.59873,2007,105985,"b'Icky Thump'","b'AR8V1WA1187B9AD9E9'",-83.04792,42.33168,"b'Nashville / Los Angeles'",7,131.279,4,-6.209,1,769,11,596,147,1191,0.8788113434932,12,0.0,0.707668304630471,0.6538972174277825
7609,"b'SOOKDUJ12AB018BB67'","b'Get It Started'","b'2Fresh'",461.24363,0,799147,"b'2Fresh - Get It Started'","b'ARGFOAI1269FB3852B'",,,"b''",8,85.322,3,-5.497,1,2379,10,651,216,1952,0.20472576641280416,5,0.0,nan,0.25707591521548795
7610,"b'SOBDZUW12A8C13ED88'","b'In The Midnight Hour'","b'The Dee Jays'",195.10812,0,520987,"b'The Dee Jays / Baby Talk - Best of'","b'ARBIXZL12086C11573'",,,"b''",5,118.355,4,-6.586,1,639,11,380,94,759,0.33773607169985265,13,0.0,nan,0.19708910133658306
7611,"b'SOSFKCZ12AF72A3C24'","b'Riot Squad (1991 Digital Remaster)'","b'Bad Brains'",119.71873,1983,160699,"b'Rock For Light'","b'AR7Y6JX1187FB4D9B3'",,,"b'Washington D.C.'",5,127.191,1,-10.19,0,401,3,252,252,504,0.7262980274461062,30,0.0,nan,0.5554145758164936
7612,"b'SOYPFVA12A8C139A7A'","b'They Have a Name'","b'The Chap'",145.50159,2008,264764,"b'Mega Breakfast'","b'AROJAG11187B9B71A3'",-0.12714,51.50632,"b'London'",8,149.978,4,-12.919,1,615,7,361,89,722,0.612657823642785,48,0.0,0.5470039143026859,0.457611173992295
7613,"b'SOCBUYU12A8C13D518'","b'Smile'","b"K'Naan"",249.12934,2004,110009,"b'The Dusty Foot On The Road'","b'ARJCOPY1187FB5C315'",,,"b'Mogadishu Somalia'",4,163.44,3,-8.138,0,1024,10,674,223,1348,0.6929793396085266,19,0.0,0.0,0.5368622736318177
7614,"b'SOHHJZW12A8C141B19'","b'Backwater Blues'","b'Sonny Terry / Brownie McGhee'",383.16363,0,269851,"b'At The 2nd Fret'","b'AR6BHP31187FB365E1'",-79.7947,36.06899,"b'Greensboro NC'",4,117.106,3,-17.516,1,1363,15,743,246,1485,0.5172745924496447,43,0.0,0.2565573500553202,0.34943133792488706
7615,"b'SOOZMNA12AB018470F'","b"Let's Make Love"","b'JC Lodge'",217.65179,0,445183,"b'Romantic Reggae Vol. 5'","b'AROPZYT11F4C83EFFA'",,,"b''",1,168.135,4,-6.379,1,846,11,607,151,607,0.4490606088368488,5,0.0,nan,0.17676690144433763
7616,"b'SOHJRBH12AC468973C'","b'Make My Home Where I Hang My Hat'","b'Johnny Copeland'",206.00118,1983,743319,"b'Down On Bended Knee'","b'ARMTE8E1187FB5ACC2'",-93.13913,32.96197,"b'Haynesville LA'",5,94.552,4,-13.03,1,557,12,324,79,647,0.4961288946289526,22,0.0,0.43703620411161354,0.3366459371470681
7617,"b'SOKLZTC12A8C141362'","b"Wish I Hadn't Called Home"","b'Dale Hawkins'",114.65098,0,123105,"b'Daredevil'","b'ARVLMSG1187B98E07E'",-92.27449,34.74865,"b'LITTLE ROCK Arkansas'",2,42.897,4,-14.359,1,378,4,81,17,324,0.5460127843008569,31,0.0,0.0,0.3805567282061756
7618,"b'SOZTFAZ12A8AE46630'","b'Maybe'","b'Janis Joplin'",246.72608,1969,284497,"b'Janis'","b'ARS86AJ1187B9B4225'",,,"b'Port Arthur TX'",8,151.717,3,-12.494,1,733,10,624,206,1248,0.829603740082397,21,0.0,0.8935938748814521,0.5599258685693549
7619,"b'SOWRNJC12AB0184DA1'","b"I'm Still In Love With You"","b'T-Bone Walker'",171.83302,1967,762587,"b'Mean Old World'","b'AR8Q4RZ1187FB46BDC'",-94.365,33.01158,"b'Linden TX'",1,81.073,1,-16.964,1,482,8,231,231,463,0.6119429558981506,49,0.0,nan,0.40319797771654287
7620,"b'SOAYXCJ12AB0183822'","b'Cry'","b'Kelly Clarkson'",214.5171,2009,393179,"b'All I Ever Wanted'","b'ARJGIOD1187B9AE920'",,,"b''",10,142.137,3,-4.256,1,500,9,495,164,990,0.686812987090813,18,0.0,0.6893135642244902,0.684478823308873
7621,"b'SOHYWWR12A6D4FBED8'","b'When He Was On The Cross [I Was On His Mind]'","b'The Florida Boys'",210.88608,0,124655,"b'When He Was On The Cross [I Was On His Mind]'","b'ARDW74M1187B98DA34'",,,"b''",8,70.286,4,-10.849,1,580,13,241,58,481,0.4340263679025057,14,0.0,0.319565986882865,0.23451976036910782
7622,"b'SOMVECE12A8C131335'","b'Without Him (Ryman Gospel Reunion Version)'","b'Mylon LeFevre'",146.9122,0,143831,"b'Ryman Gospel Reunion'","b'AR9GQKV1187FB52E44'",,,"b''",7,208.304,3,-11.899,1,327,8,510,169,510,0.3380939224734462,20,0.0,0.0,0.25900209452546863
7623,"b'SOFKVBE12A58A77159'","b"Punkrock Livin'"","b'The Products'",117.2371,0,401039,"b'Once Again...The Products'","b'AR0VIQV1187B9978F8'",-122.42005,37.77916,"b'California - SF'",4,169.801,1,-5.984,1,382,7,321,321,643,0.4406619729005957,10,0.0,nan,0.2938429554280878
7624,"b'SOESPJF12A8C134EEC'","b'La Pr\xc3\xa9tention De Rien'","b'Pascal Obispo'",237.63546,2004,292043,"b'Fan'","b'AR5IHI31187B998618'",,,"b''",9,130.026,4,-6.709,0,728,11,502,125,1004,0.5612723226124551,34,0.0,nan,0.3778525570354872
7625,"b'SODGRKA12A8C1436EB'","b'Who R Ya'","b'Sick On The Bus'",178.65098,2002,610859,"b'Go To Hell'","b'ARE33S11187B9A0904'",,,"b''",7,181.573,4,-3.977,1,608,8,525,131,1050,0.5140763832745878,11,0.0,0.21508031850922793,0.3675301598776508
7626,"b'SOCJBTQ12A6D4FA539'","b'Waltzing Matilda'","b'Leon Berry'",171.59791,0,175288,"b'Giant Wurlitzer Pipe Organ Vol. 1'","b'AR3S7KI1187FB3F737'",,,"b''",3,123.816,4,-9.612,1,429,7,338,83,675,0.2854889083287198,15,0.0,nan,0.24665652341069602
7627,"b'SOAAEHR12A6D4FB060'","b'Slaves & Bulldozers'","b'Soundgarden'",415.81669,1991,15964,"b'Badmotorfinger'","b'AR5N8VN1187FB37A4E'",-122.32944,47.60356,"b'Seattle'",0,131.272,4,-9.306,1,1100,16,911,227,1822,0.8063593429927965,24,0.0,0.6540679660868304,0.5457891262169956
7628,"b'SOABVPU12AB018AA22'","b'Conquer Me'","b'Delroy Wilson'",180.53179,2009,592776,"b'Dub Plate Style'","b'ARZZRK91187B9A5CA5'",-76.79731,18.01571,"b'Kingston Jamaica'",8,151.498,4,-9.068,1,831,7,449,111,899,0.5834430235496894,46,0.0,0.2998774882739778,0.3857876145843115
7629,"b'SODLDIV12A6D4F9B96'","b'No Angel (radio/album)'","b'Milk Inc.'",239.82975,2006,42842,"b'Supersized'","b'ARYG6CU1187FB3852B'",,,"b''",1,140.972,4,-6.263,0,954,10,555,138,1109,0.6528013549210473,35,0.0,0.39200877147130697,0.44309894653198734
7630,"b'SOOEERU12AAA15E794'","b'Saxambando'","b'Leo Gandelman'",119.09179,0,480214,"b'Western World (Ocidente)'","b'ARN9GBH1187FB3FEF9'",-43.19508,-22.97673,"b'Rio de Janeiro BR'",5,63.316,1,-12.998,0,606,5,121,121,728,0.39836635433259654,14,0.0,0.0,0.39043497326886406
7631,"b'SOWBHUE12AB0180BDF'","b'Head Hunter'","b'Johnny Otis'",182.46485,0,665093,"b'Johnny Otis and the Good Time Blues 5'","b'ARRHVVL1187B991E41'",,,"b'Vallejo CA'",10,141.662,4,-12.418,0,591,11,428,106,856,0.49490207922921264,27,0.0,nan,0.3341438832906133
7632,"b'SORFQCM12AC3DF9530'","b'Nordfjorloftet'","b'YGGDRASIL'",190.69342,1998,730657,"b'Herrelaus'","b'AR280881187B98BA28'",13.1876,55.70622,"b'Lund Sweden'",11,132.261,1,-14.636,1,720,10,411,411,1235,0.5220082325065756,34,0.0,nan,0.34709810512056916
7633,"b'SOFLELE12A8C13B2B4'","b'E-mail From Nigeria'","b'Dr. Elmo'",203.78077,0,252808,"b'Hip Hopped Grandma'","b'AR45KNL1187B992E53'",-122.42005,37.77916,"b'California - SF'",5,97.972,5,-13.557,0,798,9,321,63,642,0.47572156673067817,15,0.0,0.0,0.39837312273653963
7634,"b'SONEFMV12AC3DF6DB7'","b'Ven a Mi'","b'David Saylor'",252.13342,0,603735,"b'Un Trozo de Mi'","b'ARGRTPZ1257509D28A'",,,"b''",11,124.062,4,-6.143,0,920,12,501,124,1003,0.39560350922248033,8,0.0,nan,0.0
7635,"b'SOOEXUJ12A6701E77F'","b'Loverman'","b'Nick Cave & The Bad Seeds'",382.01424,1994,8423,"b'Let Love In'","b'ARODBRG1187FB3FD99'",,,"b''",5,137.589,4,-7.971,0,929,11,878,218,1757,0.6940216479070769,27,0.0,0.6507670133977544,0.47940767557514763
7636,"b'SOXOPDV12A8C133674'","b'Los!'","b'Vorstadtkinder'",291.21261,0,289619,"b'Ultra Dark Radio - Compilation III. Mensch und Maschine'","b'ARLKAOO12406A89CB1'",,,"b''",7,179.82,4,-4.07,1,603,14,864,215,1727,0.47738760979527034,2,0.0,0.0,0.42323453481110507
7637,"b'SOAGEPT12A8C137139'","b'Eu E A Brisa (2000 Digital Remaster)'","b'Maysa'",167.67955,0,150516,"b'Talento'","b'ARAHQDS1187FB55275'",,,"b''",10,87.294,5,-10.204,1,439,7,241,46,482,0.6164368852568849,29,0.0,nan,0.40946490922770284
7638,"b'SOEKLNK12A58A7839A'","b'Clothes Of Sand'","b'Solas'",255.97342,2002,620830,"b'The Edge Of Silence'","b'AR7AE0Q1187B9AE30E'",,,"b''",11,87.848,4,-9.758,0,857,9,363,90,1089,0.6023606962633052,42,0.0,0.5316127691991754,0.3663484389930319
7639,"b'SOEELUU12AF72A6AF8'","b'Mutations'","b'Salt The Wound'",151.09179,2009,781019,"b'Ares'","b'AR2O84Q1187FB5BF74'",,,"b''",1,144.678,5,-5.419,0,509,5,354,70,708,0.6420304768201044,27,0.0,0.626520938818931,0.44522219768945687
7640,"b'SOOLXVK12AB018ADBD'","b'FRL. Nicol'","b'Der Plan'",123.19302,0,711626,"b'Geri Reig Und Normalette Surprise'","b'ARE08BN1187B98FCA3'",,,"b''",2,185.266,4,-14.923,1,588,8,379,94,758,0.4962240848472056,49,0.0,0.2707759989463275,0.3472497167251076
7641,"b'SOPTPCO12AB018E1B8'","b'What Evil Lurks'","b'The Prodigy'",265.76934,1991,590021,"b'What Evil Lurks'","b'AR4L4WQ1187FB51996'",,,"b'Braintree Essex England'",10,0.0,3,-9.259,0,1520,9,0,0,0,0.6386140224507543,57,0.0,0.563246899280654,0.601436482837353
7642,"b'SOYFJKG12A6D4FACC3'","b'Stereophonic Presentation - Process And Passion_ Pt. 4'","b'Roger Reynolds'",158.24934,0,175508,"b'Process And Passion'","b'ARPK1CM1187B9B6B9C'",,,"b''",2,42.696,4,-21.49,1,516,3,112,18,451,0.3156924102499128,26,0.0,0.0,0.2635090972993376
7643,"b'SOWGRLK12AB0182D6F'","b'Percutindo'","b'Djalma Correa'",285.88363,0,516474,"b'Xing\xc3\xba'","b'ARNM86K1187B99210D'",,,"b''",0,133.227,4,-18.696,1,1346,9,630,157,1259,0.0,5,0.0,0.20073636085884455,0.0
7644,"b'SOOTRCK12AC468DCA4'","b'Burbullas A Grella'","b'Xose Manuel Budi\xc3\xb1o'",235.54567,0,790603,"b'Zume De Tierra'","b'ARW2I321187B9A9F87'",,,"b''",6,133.191,5,-3.508,0,845,10,520,103,1561,0.47574533736302593,15,0.0,nan,0.2717574484293663
7645,"b'SOUZMCR12AB018553E'","b'Fathom Five'","b'Mira'",277.99465,0,495841,"b'New Hope for the Dead'","b'ARJGNV61187B98F3B5'",,,"b'Tallahassee FL'",0,101.773,7,-15.033,0,906,13,461,65,921,0.5451109508213838,48,0.0,nan,0.34575124701970267
7646,"b'SOBUPWX12AB0188E71'","b'Fuck You'","b'Norther'",122.72281,2006,515761,"b'Till Death Unites Us'","b'ARGY9EQ1187B996E1A'",,,"b'Espoo/Helsinki'",6,200.06,4,-3.779,0,453,5,395,98,791,0.7669745127839823,15,0.0,0.6068163271702843,0.4434922134961307
7647,"b'SONLCCI12A8C140225'","b'Please Come Back To Me - Live'","b'Albert King'",668.62975,0,372631,"b'Chicago 1978'","b'AR80BY41187B98DECF'",-90.645,33.45081,"b'Indianola MS'",9,86.702,1,-11.403,1,1903,32,967,967,1934,0.6634009273844678,45,0.0,nan,0.3891578921134353
7648,"b'SOPAHSW12AB0186F88'","b'Sample Track 18'","b'Simon Harris'",185.62567,0,462641,"b'Street Breaks & Beats'","b'ARLLANI1187FB5116F'",,,"b''",1,102.976,3,-15.686,1,849,3,310,102,620,0.39076083985338955,46,0.0,nan,0.2076758378001374
7649,"b'SOYYWRQ12AB01881C2'","b'Nie Wieder (Toktok RMX)'","b'Pyranja'",317.09995,2006,714552,"b'Nie Wieder'","b'ARGDY4Y1187B9A334F'",,,"b''",6,85.989,4,-12.367,0,1425,10,451,112,1804,0.5486724357409825,31,0.0,nan,0.35850092274043266
7650,"b'SOAVAUP12AB0181301'","b'King Of Pain'","b'The Police'",318.01424,1983,332466,"b'Certifiable'","b'ARIPLUN1187B99B9F9'",,,"b'London England'",7,86.693,5,-5.03,1,1096,14,459,91,1377,0.7903679087935053,11,0.0,nan,0.6154544615535558
7651,"b'SOBVPQV12AB018353C'","b'Se Viene'","b'Bersuit Vergarabat'",220.29016,1998,508635,"b'De La Cabeza Con Bersuit Vergarabat'","b'AR02YGA1187B9B8AC4'",-58.37354,-34.60852,"b'Buenos Aires'",7,148.412,4,-3.935,1,778,11,544,135,1088,0.6155041026415558,44,0.0,nan,0.43983635888759404
7652,"b'SOQZDKB12A58A78F4A'","b'All Night Long'","b'Warrant'",161.54077,0,391348,"b'Dirty Rotten Filthy Stinking Rich'","b'AR261YW1187FB374B3'",,,"b'GERMANY'",1,94.401,4,-5.244,1,516,7,250,62,1000,0.6964509393416217,43,0.0,nan,0.4891498166277913
7653,"b'SOHWAHE12A8C13DDD1'","b'Open (Kooba\x19s Koobatronmix)'","b'Dub Pistols feat. TK & JMS'",238.18404,0,112016,"b'Open'","b'ARXK4YK1187FB4D0C4'",-0.12714,51.50632,"b'London England'",1,108.998,4,-6.357,0,1007,9,424,105,848,0.6876196662345889,48,0.0,nan,0.417068912495152
7654,"b'SODPLFO12A58A79F84'","b'The Mystery Epoch'","b'Loop Guru'",70.26893,2001,81625,"b'Loopus Interruptus (Forgotten Treasures & Lost Artifacts)'","b'ARIQ7ZV1187B9916C6'",-0.12714,51.50632,"b'London England'",9,109.319,7,-13.798,1,187,2,125,16,249,0.5693599059622848,45,0.0,0.0,0.3528708714634033
7655,"b'SONIUGT12A8C1403F3'","b'Any Wich Way (Freedom Must Come)'","b'Manjul'",226.21995,2005,425081,"b'Faso Kanou'","b'ARFCDY01187FB57933'",,,"b''",1,155.012,4,-11.675,1,861,11,584,145,1169,0.5460883172947787,7,0.0,0.30416950343527516,0.3739113842608352
7656,"b'SOQACBY12AB0187937'","b'Excerpt Of A Speech By Marcus Mosiah Garvey'","b'Buju Banton'",56.842,2003,773380,"b'Friends For Life'","b'ARCNOK81187B98CA3F'",,,"b'Kingston Jamaica'",1,104.775,5,-21.569,1,228,4,99,19,199,0.7103748126907397,16,0.0,nan,0.5058831686836971
7657,"b'SOAOJRS12A8C13C698'","b'Shine On Your Shoes'","b'Jerry Lewis'",136.93342,1995,210460,"b'Very Best Of'","b'ARV21JS1187B99E516'",-74.17418,40.73197,"b'Newark NJ'",3,71.913,4,-10.386,1,380,9,160,36,320,0.47482940689326686,17,0.0,nan,0.2969556817997762
7658,"b'SOLJYSI12AB0182A80'","b'Morning at the hotel'","b'Zbigniew Preisner'",146.46812,1994,422111,"b'3 Couleurs : Blanc'","b'ARLE1JH1187B9B630B'",,,"b''",0,82.264,5,-16.891,1,406,5,195,34,391,0.6391587078833617,36,0.0,0.43703620411161354,0.49754408514922444
7659,"b'SOIIRHU12AF72A4D7C'","b'La La'","b'The Verve Pipe'",249.28608,1999,280629,"b'The Verve Pipe'","b'ARQOC971187B9910FA'",-84.59334,42.73383,"b'Lansing MI'",11,87.146,4,-7.899,0,661,7,348,85,695,0.7033494404116145,48,0.0,nan,0.4983953383497739
7660,"b'SOKVNIC12A58A7B805'","b'When The Levee Breaks'","b'W.A.S.P.'",426.78812,1992,98257,"b'The Crimson Idol'","b'ARTSGR41187B9912C6'",,,"b''",3,144.252,4,-4.024,1,1235,16,1021,254,2042,0.7274973373418238,11,0.0,0.5153571791702523,0.5372672373405675
7661,"b'SOBZZEQ12AB018802D'","b'T-Bone'","b'T-Bone'",164.70159,0,589045,"b'Seasons'","b'ARHUQUF1187FB382E6'",26.83776,-29.21545,"b'Thaba Nchu'",7,171.52,1,-5.819,1,716,9,464,464,929,0.675003400858032,37,0.0,0.2707759989463275,0.4973049113742524
7662,"b'SODWAMH12AAF3B385E'","b'Break My Mind'","b'The Jordanaires'",134.21669,0,480973,"b"The King's Harmoniers"","b'AR358YS1187FB44A29'",-93.29156,37.20897,"b'Springfield MO'",7,131.395,1,-12.789,1,448,9,284,284,569,0.38230828283667867,13,0.0,nan,0.28356259598084455
7663,"b'SOHXHIA12AC9072E10'","b'Summer Sands (feat. Carol Keogh)'","b'Sharon Shannon_ Carol Keogh'",199.88853,0,601587,"b'Saints & Scoundrels'","b'ARH8HRR1187FB5CBE8'",,,"b''",8,85.999,4,-9.565,1,742,6,274,67,1099,0.5851612067387485,44,0.0,0.21508031850922793,0.3670714492885737
7664,"b'SOLQGKC12AB0187983'","b'Polles Fores'","b'Giorgos Tsalikis'",78.05342,0,796038,"b'Live!'","b'ARPGOAF1187B98F677'",,,"b''",0,166.93,1,-5.251,1,333,3,217,217,434,0.24038711904113572,4,0.0,nan,0.0
7665,"b'SONYQUL12AB0188C4D'","b'El Chisme De La Cuchara'","b'Los Munequitos de Matanzas'",184.21506,0,812035,"b'Tumi Cuba Classics Vol.3: Rumba'","b'ARZ7OD71187B9940A7'",-74.00712,40.71455,"b'New York'",1,102.366,3,-12.99,1,920,7,313,94,940,0.3799830825772991,21,0.0,nan,0.30951427174014573
7666,"b'SOIFHON12AB0185C5F'","b'Letter To The King'","b'The Game / Nas'",345.59955,0,311458,"b'LAX'","b'ARPBTRI1187FB52457'",,,"b''",4,104.666,1,-8.216,0,1587,12,605,605,1813,0.9279859310153593,22,0.0,0.682449124231555,0.599859524967033
7667,"b'SOLLFHP12A58A77467'","b'Yoga de Sensualite'","b'David & Steve Gordon'",480.80934,0,644025,"b'Yoga Hotel'","b'ARJ3TAF1187FB4AAB1'",-119.27023,37.27188,"b'California'",6,89.977,4,-12.162,1,2616,14,721,179,2884,0.3872425947084871,44,0.0,nan,0.18767630092926466
7668,"b'SOSBWPG12A8C135B62'","b"God's Hands"","b'The Oak Ridge Boys'",154.8273,0,201010,"b'American Gospel Classics'","b'ARBPRTL11F4C83CB05'",-86.62021,36.30486,"b'Hendersonville TN'",5,67.863,3,-14.535,1,295,9,173,46,348,0.6914421524846747,12,0.0,0.0,0.40283578658562497
7669,"b'SOAZXJW12A58A7C4DE'","b'Abstracted'","b'Scar Symmetry'",204.95628,2006,217092,"b'Pitch Black Progress'","b'ARBD4QW1187FB42153'",17.55142,62.19845,"b'Sweden'",3,97.687,4,-3.869,0,676,10,324,80,1295,0.7183813423833088,16,0.0,0.7079375399058409,0.4558259788030443
7670,"b'SOHGOFL12AB017C569'","b'Variations On a Theme of Haendel_ Op.24: 17'","b'Laura Mikkola'",28.23791,0,447135,"b'Brahms: Piano Sonata & Variations On a Theme of Haendel_ Op.24'","b'ARAOJ681187B9AAB76'",,,"b''",3,140.422,4,-35.251,1,89,2,62,15,125,0.3225526280500946,54,0.0,nan,0.0
7671,"b'SOZRLED12AC9070F7D'","b'All The Fools It Sees'","b'Mitch Ryder & Engerling'",302.31465,0,691095,"b'You Deserve My Art'","b'ARP6N5A1187B99D1A3'",,,"b'Hamtramck MI'",10,84.558,7,-9.02,1,893,14,424,58,847,0.4767476813995823,37,0.0,nan,0.29405319339903574
7672,"b'SOGLETQ12AB0186E93'","b'Pose No Threat'","b'Lunasicc'",291.7873,0,457740,"b'Mr. Lunasicc'","b'ARHUEFT1187B989694'",,,"b''",2,64.034,1,-6.274,1,1304,9,307,307,1534,0.45078719446134874,26,0.0,0.0,0.31503331359930864
7673,"b'SOOSHFN12A8C14371B'","b'Angel [Footsteps] (Album Version)'","b'Jeff Beck'",341.34159,0,521630,"b'PERFORMING THIS WEEK'","b'ARHI20L1187FB4C997'",-0.39535,51.27172,"b'Wallington Surrey England'",1,152.874,4,-10.529,1,1470,12,868,216,2604,0.7476840758686324,24,0.0,0.7120790655281207,0.5299958328993075
7674,"b'SOZOSQN12AB01872A1'","b'Kui rebeneb taevas'","b'Metsat\xc3\xb6ll'",269.81832,2010,756551,"b'\xc3\x84io'","b'ARYCQBH1187B9B1BE4'",25.80695,58.59232,"b'Estonia'",4,134.897,4,-4.045,0,866,14,601,149,1804,0.530412426848088,38,0.0,nan,0.37110980223725215
7675,"b'SOFOCIL12AB01842E9'","b'Hey!'","b'Laidback Luke & Diplo'",431.51628,0,513770,"b'Hey!'","b'ARQIAEA1187FB4F9F9'",,,"b''",10,126.958,4,-6.268,0,2263,13,896,223,1792,0.6678495083942444,44,0.0,0.23962909777363708,0.462537498241057
